ticker;ISIN;nom
;DE0009769869;DWS AKTIEN STRATEGIE DEUTSCHLAND (C)
;DE0009769976;DWS BIOTECH
;DE0009773010;DWS EMERGING MARKETS TYP O (D)
;DE0009781740;Acatis Aktien Global Fonds UI A
;DE0009790758;WM AKTIEN GLOBAL UI-FONDS ANTEILKLASSE B
;DE0009848119;DWS TOP DIVIDENDE (D)
;DE000A0D8Q07;ISHARES EURO STOXX UCITS ETF (DE)
;DE000A0D8QZ7;ISHARES STOXX EUROPE SMALL 200 UCITS ETF (DE)
;DE000A0F5UJ7;ISHARES STOXX EUROPE 600 BANKS (D)
;DE000A0F5UK5;ISHARES STOXX EUROPE 600 BASIC RESSOURCES (D)
;DE000A0H08E0;ISHARES (DE) I - ISHARES STOXX EUROPE 600 CHEMICAL
;DE000A0H08G5;ISHARES STOXX EUROPE 600 FINANCIAL SERVICES (D)
;DE000A0H08H3;ISHARES (DE) I - ISHARES STOXX EUROPE 600 FOOD & B
;DE000A0H08J9;ISHARES STOXX EUROPE 600 INDUSTRIAL GOODS & SERVIC
;DE000A0H08K7;ISHARES (DE) I - ISHARES STOXX EUROPE 600 INSURANC
;DE000A0H08M3;ISHARES STOXX EUROPE 600 OIL & GAS (D)
;DE000A0H08N1;ISHARES STOXX EUROPE 600 PERSONAL &HOUSEHOLD GOODS
;DE000A0H08R2;ISHARES (DE) I - ISHARES STOXX EUROPE 600 TELECOMM
;DE000A0H08S0;ISHARES (DE) I - ISHARES STOXX EUROPE 600 TRAVEL &
;DE000A0HF4S5;Acatis Aktien Global Fonds UI B(Inst)
;DE000A0J3UE9;PSM VALUE STRATEGY UI
;DE000A0J3UF6;EARTH EXPLORATION FUND UI EUR R
;DE000A0Q4R02;ISHARES (DE) I - ISHARES STOXX EUROPE 600 UTILITIE
;DE000A0Q4R28;ISHARES (DE) I - ISHARES STOXX EUROPE 600 AUTOMOBI
;DE000A0Q4R36;ISHARES STOXX EUROPE 600 HEALTH CARE (D)
;DE000A0Q4R44;ISHARES (DE) I - ISHARES STOXX EUROPE 600 REAL EST
;DE000A0X7541;Acatis - Gane Value Event Fonds UI A
;DE000A0X7582;ACATIS IfK Value Renten UI A
;DE000A0YBNM4;Acatis Aktien Global Fonds UI C(Inst)
;DE000A1AQGX1;DB BRENT CRUDE OIL BOOSTER EURO HEDGED ETC
;DE000A1C7DK9;Acatis Aktien Global Fonds UI D
;DE000A1EK0G3;DB PHYSICAL GOLD EURO HEDGED ETC
;FR0000002164;COVeA SeLECTIF C
;FR0000002172;NATIXIS CAC 40
;FR0000003170;NATIXIS ACTIONS SMALL & MID CAP FRANCE A
;FR0000003188;NATIXIS STRATEGIE MIN VARIANCE EUROPE
;FR0000003196;NATIXIS SOUVERAINS EURO R (C)
;FR0000003592;LBPAM ACTIONS FRANCE (C)
;FR0000003998;LAZARD EQUITY SRI II C
;FR0000004012;OBJECTIF JAPON A
;FR0000004343;LBPAM ACTIONS FRANCE (D)
;FR0000004962;LIBERTES & SOLIDARITE
;FR0000004970;EPARGNE ETHIQUE ACTIONS (C)
;FR0000006710;VALINVEST GESTION
;FR0000008674;FIDELITY EUROPE
;FR0000008799;PALATINE MEDITERRANEA
;FR0000008963;LBPAM RESPONSABLE ACTIONS EURO (C)
;FR0000009755;LBPAM RESPONSABLE ACTIONS EURO (D)
;FR0000009946;CM-CIC TRESORERIE AAAM
;FR0000009987;UNION +
;FR0000009995;SYCOVEST 1
;FR0000011066;OFI BOND ALLOCATION I
;FR0000011074;OFI CONVERTIBLES (C)
;FR0000011355;ESSOR JAPON OPPORTUNITES
;FR0000011892;ALLIANZ OBLIGATIONS INTERNATIONALES (C)
;FR0000011959;ALLIANZ IMMO (C)
;FR0000011967;ALLIANZ IMMO (D)
;FR0000011975;ALLIANZ ACTIONS FRANCE (C)
;FR0000014268;AVIVA VALEURS FRANCAISES
;FR0000014276;AVIVA OBLIREA
;FR0000014292;AVIVA CONVERTIBLES
;FR0000016156;SECURI-TAUX
;FR0000016164;STRATEGIE INDICE EUROPE
;FR0000016172;Stratgie Rendement
;FR0000017329;ALLIANZ VALEURS DURABLES R
;FR0000017337;SPIRALE
;FR0000018756;LCL ACTIONS MONDE HORS EUROPE
;FR0000018772;LCL MONETAIRE JOUR (D)
;FR0000018780;LCL MONETAIRE JOUR (C)
;FR0000018855;LCL OBLIGATIONS EURO
;FR0000018913;LCL OBLIGATIONS MOYEN TERME EURO P (D)
;FR0000018921;LCL OBLIGATIONS MOYEN TERME EURO P (C)
;FR0000018947;LCL ACTIONS FRANCE
;FR0000018954;LCL ACTIONS EURO D
BEL;FR0000021842;LYXOR ETF BEL 20
;FR0000027609;OBJECTIF SIGNATURES PRIVEES (C)
;FR0000027807;CANDRIAM OBLIGATIONS EURO ACTION C (CAP)
;FR0000029563;FRUCTIFRANCE EURO (C)
;FR0000029571;FRUCTIFRANCE EURO (D)
;FR0000029837;GROUPAMA CROISSANCE I
;FR0000095200;UNIGESTION
;FR0000095465;AVIVA VALEURS IMMOBILIERES
;FR0000095861;ALLIANZ ACTIO FRANCE
;FR0000096695;LE LIVRET PORTEFEUILLE
;FR0000097156;MONDE GAN I (D)
;FR0000097495;AVIVA OBLIG INTERNATIONAL
;FR0000097503;AVIVA RENDEMENT EUROPE
;FR0000097529;AVIVA DIVERSIFIe
;FR0000097610;CAVA OBLIG
;FR0000098006;PREPAR CROISSANCE
;FR0000098196;GENERALI ACTIONS DIVERSIFIEES
;FR0000098402;LCL MONETAIRE (SMALL)
;FR0000098568;EUROFIN PLUS A (D)
;FR0000098683;OBJECTIF CONVERTIBLE A
;FR0000170193;AXA AEDIFICANDI A (D)
;FR0000170243;AXA EUROPE ACTIONS A (C)
;FR0000170250;AXA EUROPE ACTIONS A (D)
;FR0000170284;AXA FRANCE ACTIONS (D)
;FR0000170292;AXA VALEURS EURO A (C)
;FR0000170318;AXA EUROPE OPPORTUNITES A (C)
;FR0000170391;AXA FRANCE SMALL CAP (C)
;FR0000170425;AXA FRANCE SMALL CAP (D)
;FR0000170433;AXA INDICE FRANCE (D)
;FR0000170508;AXA INTERNATIONAL ACTIONS (D)
;FR0000170516;AXA EUROPE SMALL CAP A (C)
;FR0000171837;GROUPAMA CREDIT EURO CT I
;FR0000172025;AXA INTERNATIONAL ACTIONS (C)
;FR0000172033;AXA EURO OBLIGATIONS (C)
;FR0000172041;AXA AEDIFICANDI A (C)
;FR0000172066;AXA INDICE FRANCE (C)
;FR0000172082;AXA OBLIGATIONS EUROPEENNES (C)
;FR0000172090;AXA OBLIGATIONS EUROPEENNES (D)
;FR0000172124;AXA EURO 7-10 (C)
;FR0000172215;AXA FRANCE ACTIONS (C)
;FR0000172348;AXA INTERNATIONAL OBLIGATIONS (C)
;FR0000172363;FIDELITY MONDE
;FR0000174310;OBJECTIF SMALL CAPS EURO A
;FR0000174526;BNP PARIBAS RETRAITE 75 P (D)
;FR0000281099;CNP ASSUR-MONET I
;FR0000281115;CNP ASSUR EURO
;FR0000281503;ETOILE ASIE PACIFIQUE
;FR0000281966;AVIVA INVESTORS BRITANNIA (C)
;FR0000283053;OBJECTIF SELECTION
;FR0000283749;AGIPI ACTIONS
;FR0000284093;SCHELCHER PRINCE CONVERTIBLES I
;FR0000284150;ESSOR EMERGENT
;FR0000284283;OBJECTIF COURT TERME DOLLAR
;FR0000284648;MEDI-ACTIONS D
;FR0000284689;COMGEST MONDE C
;FR0000285462;ESSOR ASIE OPPORTUNITES
;FR0000285629;CAMGESTION CONVERTIBLES EUROPE O
;FR0000285710;OFI PALMARES ACTIONS EUROPE
;FR0000285884;LBPAM ACTIONS INDICE EURO R
;FR0000286072;BBM FLEX AC
;FR0000286254;LBPAM OBLI COURT TERME (C)
;FR0000286262;LBPAM OBLI COURT TERME (D)
;FR0000286296;LBPAM ACTIONS DIVERSIFIE R
;FR0000286304;LBPAM ACTIONS INDICE FRANCE R
;FR0000286312;HSBC OBLIG EURO (C)
;FR0000286320;LBPAM ACTIONS EURO R
;FR0000286338;CAPITOP MONDOBLIG P
;FR0000286411;ESSOR EUROPE
;FR0000287716;BNP PARIBAS MONEY 3M IC
;FR0000287955;LIVRET BOURSE INVESTISSEMENTS
;FR0000287997;LBPAM OBLI MOYEN TERME (C)
;FR0000288003;LBPAM OBLI MOYEN TERME (D)
;FR0000288037;LBPAM PROFIL 50 (D)
;FR0000288045;LBPAM PROFIL 50 (C)
;FR0000288052;LBPAM PROFIL 15 (D)
;FR0000288060;LBPAM PROFIL 15 (C)
;FR0000288078;LBPAM ACTIONS MONDE C
;FR0000288086;LBPAM ACTIONS MONDE D
;FR0000288094;LBPAM ACTIONS AMERIQUE (C)
;FR0000288102;LBPAM ACTIONS AMERIQUE (D)
;FR0000288110;LBPAM ACTIONS PACIFIQUE (C)
;FR0000288128;LBPAM ACTIONS PACIFIQUE (D)
;FR0000288136;LBPAM OBLI MONDE (C)
;FR0000288144;LBPAM OBLI MONDE (D)
;FR0000288185;AMUNDI SMALL CAP EUROPE P-D
;FR0000288664;AXA EURO CREDIT (C)
;FR0000288912;AXA EURO 7-10 (D)
;FR0000288946;AXA COURT TERME A (C)
;FR0000288953;AXA COURT TERME A (D)
;FR0000289027;AXA INTERNATIONAL OBLIGATIONS (D)
;FR0000289035;AXA N.P.I. ACTIONS (C)
;FR0000289381;COVeA ACTIONS FRANCE (C)
;FR0000289431;COVeA ACTIONS JAPON C
;FR0000289472;COVeA OBLIGATIONS (C)
;FR0000289860;EQUI-CONVERTIBLES
;FR0000289886;EQUI-MONEPLUS
;FR0000289902;AMUNDI SELECT EUROPE P
;FR0000290728;GROUPAMA COURT TERME
;FR0000290926;AVIVA DEVELOPPEMENT
;FR0000291239;CPR CASH P
;FR0000291411;LAZARD ACTIFS ReELS (D)
;FR0000291536;AVIVA PATRIMOINE
;FR0000291635;PERVALOR D
;FR0000291965;SAINT-HONORE DIVERSIFIEE
CL52;FR0000292278;MAGELLAN C
;FR0000292302;OBJECTIF PATRIMOINE CROISSANCE
;FR0000293698;BTP TRESORERIE (C)
;FR0000293714;NATIXIS CASH EURIBOR R
;FR0000294035;PATRIMOINE PARTENAIRES
;FR0000294613;LAZARD ALPHA EUROPE A
;FR0000294738;CARDIF TRESORERIE
;FR0000295230;RENAISSANCE EUROPE C
;FR0000296345;"CIPEC COMPARTIMENT ""DIVERSIFIE INTERNATIONAL DYNAM"
;FR0000296436;CPR STRATEDIS C
;FR0000296774;ORTALGOS INVESTISSEMENT
;FR0000297087;GENERALI ACTIONS PLUS
;FR0000297723;"PLACEMENTS RATIONNELS ""R"""
;FR0000297939;MEDI-CONVERTIBLES D
;FR0000298457;ABSOLU VEGA
;FR0000299026;ELAN ORCHESTRA
;FR0000299240;AGIPI AMBITION
;FR0000299356;NORDEN
;FR0000299364;AFER-SFER
;FR0000299570;BOURSICAV
;FR0000299620;BNP PARIBAS MONE ETAT PRIVILEGE
;FR0000299711;ABN AMRO EURO SUSTAINABLE MONEY MARKET (C)
;FR0000299877;PALATINE INSTITUTIONS C
;FR0000400111;BSD NORGEST
;FR0000400434;ELAN FRANCE BEAR
;FR0000400558;Fra.Tres.Capital C
;FR0000400566;FRANCE TRESOR REVENUS TRIMESTRIELS D
;FR0000401168;STOCK PICKING FRANCE
;FR0000401853;CM-CIC LCR OBLI COURT TERME C
;FR0000415150;FRANCE TRESOR CAPITAL (D)
;FR0000418709;UNION OBLI LONG TERME (D)
;FR0000421109;HSBC ACTIONS MONDE (C)
;FR0000421398;HSBC ACTIONS FRANCE (D)
;FR0000421802;CARREFOUR SELECTION
;FR0000422842;PLUVALCA ALLCAPS A
;FR0000422859;PLUVALCA FRANCE SMALL CAPS A
;FR0000423030;SG ACTIONS FRANCE INDICIEL P-C
;FR0000423147;SG ACTIONS ENERGIE C
;FR0000423360;LBPAM OBLI EUROPE (D)
;FR0000423378;LBPAM OBLI EUROPE (C)
;FR0000423527;SG ACTIONS MATIERES PREMIERES C
;FR0000424319;SG ACTIONS OR C
;FR0000424467;SG ACTIONS FRANCE CROISSANCE C
;FR0000425191;OPTALIME
;FR0000425241;LFP OBLIGATIONS LT I
;FR0000426652;Actys 1 Fcp 5Dec
;FR0000427437;MG EXPANSION FRANCE (C)
;FR0000427445;MG EXPANSION FRANCE (D)
;FR0000427452;MG CROISSANCE DURABLE FRANCE (C)
;FR0000427809;HSBC ACTIONS EUROPE A (C)
;FR0000428369;FINEX Europe (C)
;FR0000428732;HSBC MICROCAPS EURO (C)
;FR0000428740;HSBC MICROCAPS EURO (D)
;FR0000429136;INITIATIVE EQUILIBRE (C)
;FR0000431082;ECUREUIL PROFIL 5 (C)
;FR0000431108;ECUREUIL PROFIL 30 (C)
;FR0000431116;ECUREUIL PROFIL 30 (D)
;FR0000431280;MARIANNE DEFENSIF
;FR0000431538;SG ACTIONS MONDE TECHNO C
;FR0000435174;STRATEGIE INDICE JAPON
;FR0000435182;STRATEGIE INDICE ALLEMAGNE
;FR0000435190;STRATEGIE INDICE GRANDE-BRETAGNE
;FR0000435208;STRATEGIE INDICE USA
;FR0000435216;STRATEGIE CAC
;FR0000435232;R ALLOCATION MODEReE (D)
;FR0000435455;MAIF EUROPE SELECTION
;FR0000435463;MAIF FRANCE SELECTION
;FR0000435505;ODDO PEA SECURITE
;FR0000436438;AXA INDICE USA A (C)
;FR0000436453;AXA COURT TERME DOLLAR A
;FR0000436610;INITIATIVE DYNAMIQUE (C)
;FR0000437113;HSBC ACTIONS DEVELOPPEMENT DURABLE A
;FR0000437162;CM CIC EUROPE
;FR0000437550;PALATINE IMMOBILIER
;FR0000437568;PALATINE ACTIONS FRANCE
;FR0000437576;PALATINE FRANCE MID CAP
;FR0000437741;FRUCTI FRANCE SMALL ET MID CAP C
;FR0000437774;FRUCTIFONDS FRANCE ACTIONS (C)
;FR0000437782;FRUCTIFONDS FRANCE ACTIONS (D)
;FR0000437824;FRUCTIFONDS VALEURS DU JAPON R
;FR0000437881;FRUCTIFONDS PROFIL 3
;FR0000437899;FRUCTIFONDS PROFIL 6
;FR0000437907;FRUCTIFONDS PROFIL 9
;FR0000438061;HSBC CLIC EURO 90 G
;FR0000438079;HSBC CLIC EURO 95 C
;FR0000438087;HSBC CLIC EURO 85 G
;FR0000438707;DEXIA RISK ARBITRAGE C
;FR0000438905;HSBC ACTIONS INTERNATIONALES G
;FR0000439226;HSBC ACTIONS FRANCE (C)
;FR0000439614;CAPITOP MONETAIRE (C)
;FR0000441586;LBPAM ACTIONS EUROPE (D)
;FR0000441628;COVeA ACTIONS EUROPE HORS EURO
;FR0000441636;COVEA ACTIONS EURO A
;FR0000441651;COVeA EURO SPREAD (D)
;FR0000441677;COVEA ACTIONS ASIE
;FR0000441685;COVeA ACTIONS EUROPE OPPORTUNITeS A
;FR0000442220;AMUNDI OBLIG 1-3 EURO I-C
;FR0000442329;HSBC TECHNOLOGIE (C)
;FR0000442428;STRATEGIE INDICE TELECOM
;FR0000442436;STRATEGIE INDICE TECHNO
;FR0000442949;FEDERAL ACTIONS ETHIQUES P
;FR0000443160;LYXOR INDEX FUND EURO B
;FR0000443343;SG OBLIG HIGH YIELD C
;FR0000443392;LYXOR INDEX FUND EURO
;FR0000443772;CNP-ASSUR-EURO-HY
;FR0000443954;PRIMONIAL FLEXIBLE DYNAMIQUE
;FR0000444002;PRIMONIAL FLEXIBLE EQUILIBRE
;FR0000444275;SG ACTIONS EUROPE ISR P
;FR0000444325;ODDO ACTIONS JAPON A
;FR0000444366;CM-CIC ACTIONS ISR
;FR0000444531;ELITE 1818 EURO SPREAD (C)
;FR0000444549;SOPRANE GESTION PATRIMOINE (D)
;FR0000445074;COVeA MULTI SMALL CAP EUROPE A
;FR0000445652;VP ACTIONS RENDEMENT EURO (D)
;FR0000446288;AMUNDI CREDIT EURO I
;FR0000446296;LBPAM ACTIONS TELECOM R
;FR0000446304;LBPAM ACTIONS SANTE R
;FR0000446312;LBPAM ACTIONS FINANCE R
;FR0000446692;ODDO INVESTISSEMENT A
;FR0000447039;AXA PEA REGULARITE (C)
;FR0000447310;CM-CIC MICRO CAP
;FR0000447328;UNION MID CAP C
;FR0000447385;CM-CIC EQUILIBRE EUROPE D
;FR0000447559;OFI OPTIMA FRANCE
;FR0000447591;CM-CIC DYNAMIQUE INTERNATIONAL C
;FR0000447609;FEDERAL CONVICTION FRANCE P
;FR0000447617;FEDERAL ESSOR INTERNATIONAL P
;FR0000447633;OFI OPTIMA INTERNATIONAL
;FR0000447773;AXA PATRIMOINE MODERE (C)
;FR0000447799;AXA PATRIMOINE VITALITE (C)
;FR0000447807;AXA AMERIQUE ACTIONS (C)
;FR0000447823;AXA TRESOR COURT TERME (C)
;FR0000447849;AXA ASIE ACTIONS (C)
;FR0000447856;AXA ASIE ACTIONS (D)
;FR0000447864;AXA FRANCE OPPORTUNITES (C)
;FR0000448698;CAP OFF
;FR0000448847;SG ACTIONS EUROPE MIDCAP I-C
;FR0000448870;SG OBLIG CORPORATE 1-3 I
;FR0000448896;MAM AMERICA C
;FR0000448904;MAM TERRA NOSTRA
;FR0000448953;MAM ASIA
;FR0000448979;MAM HUMAN VALUES D
;FR0000448987;MAM HUMAN VALUES C
;FR0000449274;ALLIANZ MULTI DYNAMISME C
;FR0000449282;ALLIANZ MULTI EQUILIBRE C
;FR0000449290;ALLIANZ MULTI SERENITE
;FR0000449324;ALLIANZ MULTI OPPORTUNITES C
;FR0000449340;ALLIANZ SECTEUR EURO IMMOBILIER
;FR0000449431;ALLIANZ ACTIONS EURO CONVICTIONS C
;FR0000449878;SONIC GRANDE EUROPE I
;FR0000930455;UNI-HOCHE (C)
;FR0000930463;UNI-HOCHE (D)
;FR0000930471;CONSERVATEUR UNISIC (D)
;FR0000931362;ESSOR USA OPPORTUNITeS P
;FR0000931412;COVeA SeCURITe G
;FR0000934325;LBPAM ACTIONS MIDCAP (C)
;FR0000934937;COVeA ACTIONS AMERIQUE A
;FR0000934978;DEXIA ETHIQUE GESTION OBLIGATAIRE (C)
;FR0000936528;LBPAM ACTIONS EUROPE MONDE (C)
;FR0000936536;LBPAM ACTIONS 80 (C)
;FR0000937096;EVERGREEN FUND C
;FR0000937435;BELLATRIX (C)
;FR0000939829;LBPAM ACTIONS EUROPE MONDE (D)
;FR0000939845;COVEA ACTIONS MONDE A
;FR0000939852;COVEA MULTI EUROPE A
;FR0000939860;COVEA MULTI IMMOBILIER A
;FR0000939886;COVeA PERSPECTIVES PME A
;FR0000939902;DEXIA OBLI-INTER S
;FR0000939936;COVEA OBLIG INTER
;FR0000939951;COVEA EURO SOUVERAIN (D)
;FR0000940454;LBPAM ACTIONS 80 (D)
;FR0000941312;UBAM CONVERTIBLES EUROPE AC (EUR)
;FR0000944183;LBPAM ACTIONS MIDCAP (D)
;FR0000944696;AMUNDI SELECT FRANCE P (C)
;FR0000945180;OFI EURO INVESTMENT GRADE IC
;FR0000945453;ALLIANZ ACTIONS FRANCE (D)
;FR0000945503;ALLIANZ FONCIER
;FR0000945891;BELLATRIX (D)
;FR0000951469;CARREFOUR CAP
;FR0000970089;OFI PRUDENT
;FR0000970097;OFI DYNAMIQUE
;FR0000970105;OFI EQUILIBRE
;FR0000970253;FEDERAL OPPORTUNITE TONIQUE
;FR0000970550;COVeA MULTI MONDE A
;FR0000970675;LBPAM ALTERNA 10 R
;FR0000970816;PRO-FeDeRAL LIQUIDITeS
;FR0000970873;INSERTION EMPLOIS DYNAMIQUE R (D)
;FR0000970881;MAM EUROPA GROWTH C
;FR0000970899;ETHIQUE ET PARTAGE - CCFD
;FR0000970923;MAM FRANCE PME
;FR0000970949;MAM TERRA NOVA
;FR0000970972;NOUVELLE STRATEGIE 50
;FR0000970980;MAM OBLI CONVERTIBLES (C)
;FR0000971160;OFI EURO ACTIONS ISR (C)
;FR0000971293;HSBC EURO GVT BOND FUND HC
;FR0000971319;HSBC EURO ACTIONS (C)
;FR0000971764;MAM PATRIMOINE (C)
;FR0000971806;MAM FLEXIBLE BONDS C
;FR0000971822;MAM HORIZON 2016 C
;FR0000971863;MAM OPTIMA 25-125 C
;FR0000971913;MAM TAUX VARIABLES C
;FR0000972390;CANDRIAM EQUITIES F EUROPE CONVICTION C (CAP)
;FR0000972408;TONI ACTIONS 100 R
;FR0000972416;TONI ACTIONS 65
;FR0000972473;HSBC EURO SHORT TERM BOND FUND A (EUR) (C)
;FR0000972655;AMUNDI ACTIONS FONCIER (D)
;FR0000972689;FLEXIGESTION 20-70 CAP
;FR0000972796;FLEXIGESTION 70-100
;FR0000973174;NATIXIS MODERATION
;FR0000973455;STRATEGIE INDICE ALIMENTATION
;FR0000973562;ECOFI ACTIONS RENDEMENT (C)
;FR0000973711;VALFRANCE
;FR0000973802;AMUNDI VIE P
;FR0000973968;LFP PATRIMOINE FLEXIBLE R
;FR0000974149;ODDO AVENIR EUROPE A
;FR0000974339;CM-CIC TEMPeRe INTERNATIONAL D
;FR0000974362;CM-CIC TEMPeRe INTERNATIONAL C
;FR0000974412;HDF GLOBAL OPPORTUNITIES IA EUR
;FR0000974685;GEFIP DYNAMIQUE
;FR0000975252;GEFIP PATRIMONIAL
;FR0000975559;MACIF OBLIGATIONS DEVELOPPEMENT DURABLE (C)
;FR0000975856;ICG CONVERTIBLES RENDEMENT C
;FR0000975880;ALLIANZ ACTIONS AEQUITAS R
;FR0000975930;ODDO INDICE USA A
;FR0000976292;FRUCTIFONDS VALEURS EUROPEENNES C
;FR0000977423;FLEXIBLE MOYEN TERME (C)
;FR0000977431;FLEXIBLE MOYEN TERME (D)
;FR0000977530;SEEYOND ACTIONS EUROPeENNES R
;FR0000977555;SELECTION MODERATE INTERNATIONAL
;FR0000977589;ECUREUIL PROFIL 5 (D)
;FR0000977779;SWISS LIFE FUNDS (F) VITALITY P
;FR0000978090;MAM EUROPA SELECT C
;FR0000978231;CD AMERIQUE STRATEGIES B
;FR0000978371;AXA IM EURO LIQUIDITY C
;FR0000978421;PALATINE EQUILIBRE
;FR0000978439;PALATINE FRANCE SMALL CAP
;FR0000978447;PALATINE ACTIONS EUROPE
;FR0000978454;PALATINE EUROPE SMALL CAP C
;FR0000978587;OFI RCM EUROPE DE LEST
;FR0000978868;FEDERAL MULTI OR ET MATIERES PREMIERES
;FR0000978934;HSBC HORIZON 2028-2030 A
;FR0000979155;AXA EURO 3-5 (C)
;FR0000979221;VALEUR INTRINSEQUE P
;FR0000979239;CM-CIC PEA SERENITE
;FR0000979379;ALLIANZ MULTI HORIZON LONG TERME C
;FR0000979403;ZELIS ACTIONS EUROPEENNES
;FR0000979775;CM-CIC EQUILIBRE EUROPE C
;FR0000979825;UNION CASH (C)
;FR0000979866;OFI INVESTMENT GRADE COURT TERME I
;FR0000980120;BNP PARIBAS FLOREAL 100
;FR0000980369;CENTAURE PEA
;FR0000980427;KEREN PATRIMOINE
;FR0000980476;VENDOME INVESTISSEMENT C
;FR0000980518;VENDOME OBLI MOYEN TERME P (C)
;FR0000980989;ODDO BHF EUROPEAN CONVERTIBLES MODERATE CR-EUR
;FR0000981193;PRIMONIAL OR
;FR0000981219;ALLIANZ TEAM R
;FR0000981458;R OPAL EQUILIBRE
;FR0000981490;GESTION PRIVEE OBLIGATAIRE (C)
;FR0000981508;GESTION PRIVEE OBLIGATAIRE (D)
;FR0000981540;CANDRIAM SELECTION NEUTRE (C)
;FR0000981565;CANDRIAM SELECTION DYNAMIQUE (C)
;FR0000981581;CANDRIAM SELECTION DEFENSIF (C)
;FR0000981946;MAM HIGH YIELD C
;FR0000982035;GESTION COURT TERME (C)
;FR0000982217;LBPAM OBLI CREDIT E
;FR0000982449;HSBC SPECIAL SITUATIONS EUROPE AC
;FR0000982761;AXA EURO VALEURS RESPONSABLES (C)
;FR0000982837;ACTYS 3
;FR0000982852;ZELIS ACTIONS MONDE
;FR0000982902;OFI VALUE EUROPE I
;FR0000982969;ECUREUIL PEA COURT TERME
;FR0000983330;CAPITOP REVENUS
;FR0000983561;STRATEGIE INDICE SANTE
;FR0000983579;STRATEGIE INDICE OR
;FR0000983587;STRATEGIE INDICE PIERRE
;FR0000983637;AMUNDI MULTIMANAGERS OBLIG P-C
;FR0000983819;"MACIF CROISSANCE DURABLE ET SOLIDAIRE ""MACIF"" (C)"
;FR0000984213;CM-CIC PAYS EMERGENTS
;FR0000984221;CM-CIC PIERRE (D)
;FR0000984254;UNION DOLLAR CASH C
;FR0000984270;CNP ASSUR LBPAMCREDIT
;FR0000984346;AG2R LA MONDIALE ACTIONS ZONE EURO ISR IC
;FR0000984361;SWISS LIFE FUNDS (F) HARMONY P
;FR0000984387;HSBC OBLIGATIONS REVENUS TRIMESTRIELS
;FR0000985046;LCL OBLIGATIONS INFLATION EUROPE (C)
;FR0000985061;LCL ACTIONS EMERGENTS C
;FR0000985079;LCL ACTIONS EUROPE
;FR0000985145;LCL ACTIONS MIDVALEURS EUROPE C
;FR0000985152;LCL ACTIONS ETATS-UNIS ISR
;FR0000985160;LCL ACTIONS PACIFIQUE C
;FR0000985178;LCL ACTIONS MINERGIOR MONDE C
;FR0000985210;LCL OBLIGATIONS MONDE C
;FR0000985244;LCL OBLIGATIONS REVENU TRIM 3
;FR0000985368;COVeA ACTIONS EUROPE (C)
;FR0000985558;AVIVA INVESTORS MONETAIRE (C)
;FR0000985756;NEUFLIZE DYNAMIQUE ISR NC
;FR0000986614;CM-CIC USA
;FR0000986648;UNION FRANCE C
;FR0000986655;CM-CIC EURO EQUITIES C
;FR0000986846;KBL RICHELIEU HARMONIE 50
;FR0000987703;FEDERAL CROISSANCE CP
;FR0000987950;FEDERAL APAL P
;FR0000987968;FEDERAL INDICIEL JAPON P
;FR0000988057;FEDERAL INDICIEL US P
;FR0000988107;HSBC EURO SHORT TERM GVT BOND FUND AC
;FR0000988115;HSBC EURO SHORT TERM GVT BOND FUND AD
;FR0000988172;COUPOLE IM MULTI PRUDENCE
;FR0000988180;COUPOLE IM MULTI AUDACE
;FR0000988495;SG ACTIONS US SELECTION C
;FR0000988503;SG ACTIONS LUXE C
;FR0000988594;FEDERAL OPPORTUNITE MODERE
;FR0000988669;ODDO US MID CAP A
;FR0000988792;CENTIFOLIA D
;FR0000988933;MAM ENTREPRISES FAMILIALES C
;FR0000989006;LCL ACTIONS DEVELOPPEMENT DURABLE EURO C
;FR0000989022;EQUI-SELECTION
;FR0000989386;ING DIRECT CAC 40
;FR0000989410;KBL RICHELIEU EUROPE DIVIDEND C
;FR0000989501;AXA IM EURO INFLATION BONDS (C)
;FR0000989519;AXA IM EURO INFLATION BONDS (D)
;FR0000989543;PORTZAMPARC PME C
;FR0000989626;GROUPAMA TRESORERIE IC
;FR0000989758;ODDO VALEURS RENDEMENT A
;FR0000989782;GROUPAMA FRANCE STOCK IC
;FR0000989824;AXA PEA REGULARITE (D)
;FR0000989899;ODDO AVENIR (C)
;FR0000989907;ODDO AVENIR (D)
;FR0000989915;ODDO IMMOBILIER A
;FR0000989923;ODDO IMMOBILIER D
;FR0000990038;GROUPAMA AVENIR EURO I
;FR0000990095;ODDO AVENIR EURO A
;FR0000990525;LCL ACTIONS IMMOBILIER EUROPE C
;FR0000990665;HSBC MIDDLE CAP EURO (C)
;FR0000990673;HSBC MIDDLE CAP EURO (D)
;FR0000990756;AXA INDICE EURO (C)
;FR0000990848;ECOFI ACTIONS US
;FR0000990947;CM-CIC MONETAIRE (C)
;FR0000990954;CM-CIC MONETAIRE (D)
;FR0000991424;AMUNDI VALEURS DURABLES
;FR0000991432;AMUNDI ACTIONS EUROPE ISR P
;FR0000991473;GROUPAMA OBLIG EURO I
;FR0000991523;CM-CIC OBLIGATIONS (C)
;FR0000991531;CM-CIC OBLIGATIONS (D)
;FR0000991564;CM-CIC OBLI COURT TERME (C)
;FR0000991572;CM-CIC OBLI COURT TERME (D)
